"VILLE",CODE_INSEE,LONGITUDE,LATITUDE,DATE,INDICE_QUALITE_AIR,SOUS_INDICE_OZONE,SOUS_INDICE_PARTICULES_FINES,SOUS_INDICE_DIOXYDE_D'AZOTE,SOUS_INDICE_DIOXYDE_DE_SOUFRE,"CODE_COULEUR"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,04/07/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,05/07/2005,3,3,1,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,06/07/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,07/07/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,08/07/2005,4,4,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,09/07/2005,5,5,2,1,1,"ORANGE"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,10/07/2005,6,6,2,1,1,"ORANGE"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,11/07/2005,6,6,3,1,1,"ORANGE"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,12/07/2005,6,6,2,1,1,"ORANGE"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,13/07/2005,7,7,3,1,1,"ORANGE"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,14/07/2005,8,8,3,1,1,"ROUGE"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,15/07/2005,8,8,3,2,1,"ROUGE"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,16/07/2005,6,6,2,1,1,"ORANGE"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,17/07/2005,5,5,2,1,1,"ORANGE"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,18/07/2005,4,4,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,19/07/2005,3,3,3,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,20/07/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,21/07/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,22/07/2005,4,4,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,23/07/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,24/07/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,25/07/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,26/07/2005,3,3,2,1,1,"VERT"
