"VILLE",CODE_INSEE,LONGITUDE,LATITUDE,DATE,INDICE_QUALITE_AIR,SOUS_INDICE_OZONE,SOUS_INDICE_PARTICULES_FINES,SOUS_INDICE_DIOXYDE_D'AZOTE,SOUS_INDICE_DIOXYDE_DE_SOUFRE,"CODE_COULEUR"
"LAVAL",53130,-0.770371, 48.072007,29/09/2005,3,3,2,2,1,"VERT"
"LAVAL",53130,-0.770371, 48.072007,30/09/2005,2,2,,1,1,"VERT"
"LAVAL",53130,-0.770371, 48.072007,01/10/2005,3,3,,1,1,"VERT"
"LAVAL",53130,-0.770371, 48.072007,02/10/2005,3,3,,1,1,"VERT"
"LAVAL",53130,-0.770371, 48.072007,03/10/2005,3,3,,2,1,"VERT"
"LAVAL",53130,-0.770371, 48.072007,04/10/2005,3,3,,2,1,"VERT"
"LAVAL",53130,-0.770371, 48.072007,05/10/2005,2,2,,2,1,"VERT"
"LAVAL",53130,-0.770371, 48.072007,06/10/2005,3,3,,3,1,"VERT"
"LAVAL",53130,-0.770371, 48.072007,07/10/2005,3,3,,3,1,"VERT"
"LAVAL",53130,-0.770371, 48.072007,08/10/2005,5,5,,3,1,"ORANGE"
"LAVAL",53130,-0.770371, 48.072007,09/10/2005,4,4,,3,1,"VERT"
"LAVAL",53130,-0.770371, 48.072007,10/10/2005,4,4,,3,1,"VERT"
"LAVAL",53130,-0.770371, 48.072007,11/10/2005,4,4,,3,1,"VERT"
"LAVAL",53130,-0.770371, 48.072007,12/10/2005,3,3,,3,1,"VERT"
"LAVAL",53130,-0.770371, 48.072007,13/10/2005,3,2,,3,1,"VERT"
"LAVAL",53130,-0.770371, 48.072007,14/10/2005,4,4,,2,1,"VERT"
"LAVAL",53130,-0.770371, 48.072007,15/10/2005,3,3,2,2,1,"VERT"
"LAVAL",53130,-0.770371, 48.072007,16/10/2005,2,2,2,2,1,"VERT"
